inputs,context,topic,org_label,set-0,id,label
"('It chance that this Hugo come to love ( if , indeed , so dark a passion may be know under so bright a name ) the daughter of a yeoman who hold land near the Baskerville estate .',)",,,0,dev,3835,0
"('But the young maiden , be discreet and of good repute , would ever avoid him , for she fear his evil name .',)",,,0,dev,3836,0
"('So it come to pass that one Michaelmas this Hugo , with five or six of his idle and wicked companion , stole down upon the farm and carry off the maiden , her father and brother be from home , as he well know .',)",,,0,dev,3837,0
"('When they have bring her to the Hall the maiden be place in an upper chamber , while Hugo and his friend sit down to a long carouse , as be their nightly custom .',)",,,0,dev,3838,0
"('Now , the poor lass upstairs be like to have her wit turn at the singing and shout and terrible oath which come up to her from below , for they say that the word use by Hugo Baskerville , when he be in wine , be such as might blast the man who say them .',)",,,0,dev,3839,0
"(""At last in the stress of her fear she do that which might have daunt the brave or most active man , for by the aid of the growth of ivy which cover ( and still cover ) the south wall she come down from under the eave , and so homeward across the moor , there be three league betwixt the Hall and her father 's farm ."",)",,,0,dev,3840,0
"('`` It chance that some little time later Hugo leave his guest to carry food and drink -- with other worse thing , perchance -- to his captive , and so find the cage empty and the bird escape .',)",,,0,dev,3841,0
"('Then , as it would seem , he become as one that hath a devil , for , rush down the stair into the dining-hall , he spring upon the great table , flagon and trencher fly before him , and he cry aloud before all the company that he would that very night render his body and soul to the Powers of Evil if he might but overtake the wench .',)",,,0,dev,3842,0
"('And while the reveller stand aghast at the fury of the man , one more wicke or , it may be , more drunken than the rest , cry out that they should put the hound upon her .',)",,,0,dev,3843,0
"(""Whereat Hugo run from the house , cry to his groom that they should saddle his mare and unkennel the pack , and give the hound a kerchief of the maid 's , he swing them to the line , and so off full cry in the moonlight over the moor ."",)",,,0,dev,3844,0
"('`` Now , for some space the reveller stand agape , unable to understand all that have be do in such haste .',)",,,1,dev,3845,1
"('But anon their bemuse wit awake to the nature of the deed which be like to be do upon the moorland .',)",,,0,dev,3846,0
"('Everything be now in an uproar , some calling for their pistol , some for their horse , and some for another flask of wine .',)",,,0,dev,3847,0
"('But at length some sense come back to their craze mind , and the whole of them , thirteen in number , take horse and start in pursuit .',)",,,0,dev,3848,0
"('The moon shone clear above them , and they ride swiftly abreast , take that course which the maid must need have take if she be to reach her own home .',)",,,0,dev,3849,0
"('`` They have go a mile or two when they pass one of the night shepherd upon the moorland , and they cry to him to know if he have see the hunt .',)",,,0,dev,3850,0
"('And the man , as the story go , be so craze with fear that he could scarce speak , but at last he say that he have indeed see the unhappy maiden , with the hound upon her track .',)",,,1,dev,3851,1
"(""` But I have see more than that , ' say he , ` for Hugo Baskerville pass me upon his black mare , and there run mute behind him such a hound of hell as God forbid should ever be at my heel . '"",)",,,0,dev,3852,0
"('So the drunken squire curse the shepherd and rode onward .',)",,,0,dev,3853,0
"('But soon their skin turn cold , for there come a galloping across the moor , and the black mare , dabble with white froth , go past with trail bridle and empty saddle .',)",,,0,dev,3854,0
"(""Then the reveller ride close together , for a great fear be on them , but they still follow over the moor , though each , have he be alone , would have be right glad to have turn his horse 's head ."",)",,,0,dev,3855,0
"('Ride slowly in this fashion they come at last upon the hound .',)",,,0,dev,3856,0
"('These , though know for their valour and their breed , be whimper in a cluster at the head of a deep dip or goyal , as we call it , upon the moor , some slink away and some , with start hackle and star eye , gaze down the narrow valley before them .',)",,,0,dev,3857,0
"('`` The company have come to a halt , more sober man , as you may guess , than when they start .',)",,,0,dev,3858,0
"('The most of them would by no means advance , but three of them , the bold , or it may be the most drunken , ride forward down the goyal .',)",,,1,dev,3859,1
"('Now , it open into a broad space in which stand two of those great stone , still to be see there , which be set by certain forgotten people in the day of old .',)",,,0,dev,3860,0
"('The moon be shine bright upon the clearing , and there in the centre lie the unhappy maid where she have fall , dead of fear and of fatigue .',)",,,1,dev,3861,1
"('But it be not the sight of her body , nor yet be it that of the body of Hugo Baskerville lie near her , which raise the hair upon the head of these three dare-devil roysterer , but it be that , stand over Hugo , and pluck at his throat , there stand a foul thing , a great , black beast , shape like a hound , yet large than any hound that ever mortal eye have rest upon .',)",,,1,dev,3862,1
"('And even as they look the thing tear the throat out of Hugo Baskerville , on which , as it turn its blazing eye and drip jaw upon them , the three shriek with fear and rode for dear life , still scream , across the moor .',)",,,0,dev,3863,0
"('One , it be say , die that very night of what he have see , and the other twain be but broken man for the rest of their day .',)",,,0,dev,3864,0
"('`` Such be the tale , my son , of the come of the hound which be say to have plague the family so sorely ever since .',)",,,0,dev,3865,0
"('If I have set it down it be because that which be clearly know hath less terror than that which be but hint at and guess .',)",,,0,dev,3866,0
"('Nor can it be deny that many of the family have be unhappy in their death , which have be sudden , bloody , and mysterious .',)",,,1,dev,3867,1
"('Yet may we shelter ourselves in the infinite goodness of Providence , which would not forever punish the innocent beyond that third or fourth generation which be threaten in Holy Writ .',)",,,1,dev,3868,1
"('To that Providence , my son , I hereby commend you , and I counsel you by way of caution to forbear from cross the moor in those dark hour when the power of evil be exalt .',)",,,0,dev,3869,0
"(""`` [ This from Hugo Baskerville to his son Rodger and John , with instruction that they say nothing thereof to their sister Elizabeth . ] ''"",)",,,1,dev,3870,1
"('When Dr. Mortimer have finish read this singular narrative he push his spectacle up on his forehead and star across at Mr. Sherlock Holmes .',)",,,0,dev,3871,0
"('The latter yawn and toss the end of his cigarette into the fire .',)",,,0,dev,3872,0
"(""`` Well ? '' say he ."",)",,,0,dev,3873,0
"(""`` Do you not find it interesting ? ''"",)",,,1,dev,3874,1
"(""`` To a collector of fairy tale . ''"",)",,,0,dev,3875,0
"('Dr. Mortimer draw a fold newspaper out of his pocket .',)",,,0,dev,3876,0
"('`` Now , Mr. Holmes , we will give you something a little more recent .',)",,,0,dev,3877,0
"('This be the Devon County Chronicle of May 14th of this year .',)",,,0,dev,3878,0
"(""It be a short account of the fact elicit at the death of Sir Charles Baskerville which occur a few day before that date . ''"",)",,,0,dev,3879,0
"('My friend lean a little forward and his expression become intent .',)",,,0,dev,3880,0
"('Our visitor readjust his glass and begin :',)",,,0,dev,3881,0
"('`` The recent sudden death of Sir Charles Baskerville , whose name have be mention as the probable Liberal candidate for Mid-Devon at the next election , have cast a gloom over the county .',)",,,0,dev,3882,0
"('Though Sir Charles have reside at Baskerville Hall for a comparatively short period his amiability of character and extreme generosity have win the affection and respect of all who have be bring into contact with him .',)",,,0,dev,3883,0
"('In these day of nouveaux riche it be refresh to find a case where the scion of an old county family which have fall upon evil day be able to make his own fortune and to bring it back with him to restore the fall grandeur of his line .',)",,,0,dev,3884,0
"('Sir Charles , as be well know , make large sum of money in South African speculation .',)",,,0,dev,3885,0
"('More wise than those who go on until the wheel turn against them , he realize his gain and return to England with them .',)",,,0,dev,3886,0
"('It be only two year since he take up his residence at Baskerville Hall , and it be common talk how large be those scheme of reconstruction and improvement which have be interrupt by his death .',)",,,0,dev,3887,0
"('Be himself childless , it be his openly express desire that the whole countryside should , within his own lifetime , profit by his good fortune , and many will have personal reason for bewail his untimely end .',)",,,1,dev,3888,1
"('His generous donation to local and county charity have be frequently chronicle in these column .',)",,,0,dev,3889,0
"('`` The circumstance connect with the death of Sir Charles can not be say to have be entirely clear up by the inquest , but at least enough have be do to dispose of those rumour to which local superstition have give rise .',)",,,1,dev,3890,1
"('There be no reason whatever to suspect foul play , or to imagine that death could be from any but natural cause .',)",,,1,dev,3891,1
"('Sir Charles be a widower , and a man who may be say to have be in some way of an eccentric habit of mind .',)",,,0,dev,3892,0
"('In spite of his considerable wealth he be simple in his personal taste , and his indoor servant at Baskerville Hall consist of a married couple name Barrymore , the husband act as butler and the wife as housekeeper .',)",,,0,dev,3893,0
"(""Their evidence , corroborate by that of several friend , tend to show that Sir Charles 's health have for some time be impaired , and point especially to some affection of the heart , manifest itself in change of colour , breathlessness , and acute attack of nervous depression ."",)",,,1,dev,3894,1
"('Dr. James Mortimer , the friend and medical attendant of the decease , have give evidence to the same effect .',)",,,0,dev,3895,0
"('`` The fact of the case be simple .',)",,,0,dev,3896,0
"('Sir Charles Baskerville be in the habit every night before go to bed of walk down the famous yew alley of Baskerville Hall .',)",,,0,dev,3897,0
"('The evidence of the Barrymores show that this have be his custom .',)",,,0,dev,3898,0
"('On the fourth of May Sir Charles have declare his intention of start next day for London , and have order Barrymore to prepare his luggage .',)",,,0,dev,3899,0
"('That night he go out as usual for his nocturnal walk , in the course of which he be in the habit of smoke a cigar .',)",,,0,dev,3900,0
"('He never return .',)",,,1,dev,3901,1
"(""At twelve o'clock Barrymore , find the hall door still open , become alarm , and , light a lantern , go in search of his master ."",)",,,0,dev,3902,0
"(""The day have be wet , and Sir Charles 's footmark be easily trace down the alley ."",)",,,0,dev,3903,0
"('Halfway down this walk there be a gate which lead out on to the moor .',)",,,0,dev,3904,0
"('There be indication that Sir Charles have stand for some little time here .',)",,,0,dev,3905,0
"('He then proceed down the alley , and it be at the far end of it that his body be discover .',)",,,0,dev,3906,0
"(""One fact which have not be explain be the statement of Barrymore that his master 's footprint alter their character from the time that he pass the moor-gate , and that he appear from thence onward to have be walk upon his toe ."",)",,,1,dev,3907,1
